Vote,Sector,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Approved Budget (% of GDP),Actual Expenditure (% of GDP),Performance (%),Deviation (UGX),Execution Status,Nominal GDP (UGX Trillions),Subprogram,Source File,Imputed,Actual Expenditure (UGX) - Original,Released Budget (UGX) - Original,Execution_Rate,Absorption_Rate
10,Agriculture,23/24,73750.0,62687500000.0,65637500000.0,0.042193489,0.03755220550374735,89.0,8112500000.0,Satisfactorily Spent,174.79,Project 1263 Agriculture Cluster Development Project (ACDP),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,73750.0,62687500000.0,65637500000.0,0.042193489,0.03755220550374735,89.0,8112500000.0,Satisfactorily Spent,174.79,"Project 1316 Enhancing National Food Security through increased Rice production in
Eastern Uganda",Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,37210.0,31628500000.0,33116900000.0,0.021288403,0.018946678871789,89.0,4093100000.0,Satisfactorily Spent,174.79,"Project 1323 The Project on Irrigation Scheme Development in Central and Eastern Uganda
(PISD)-JICA Supported Project",Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,73750.0,62687500000.0,65637500000.0,0.042193489,0.03755220550374735,89.0,8112500000.0,Satisfactorily Spent,174.79,Project 1444 Agriculture Value Chain Development,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,73750.0,62687500000.0,65637500000.0,0.042193489,0.03755220550374735,89.0,8112500000.0,Satisfactorily Spent,174.79,Project 1444 Agriculture Value Chain Development,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,36880.0,31348000000.0,32823200000.0,0.021099605,0.01877864866411122,89.0,4056800000.0,Satisfactorily Spent,174.79,411 International Fund for Agriculture and Development (IFAD),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,36880.0,31348000000.0,32823200000.0,0.021099605,0.01877864866411122,89.0,4056800000.0,Satisfactorily Spent,174.79,411 International Fund for Agriculture and Development (IFAD),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,500000.0,425000000000.0,445000000000.0,0.286057555,0.2545912237542193,89.0,55000000000.0,Satisfactorily Spent,174.79,"1360 Markets and Agricultural Trade Improvements
Programme (MATIP 2)",Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,500000.0,425000000000.0,445000000000.0,0.286057555,0.2545912237542193,89.0,55000000000.0,Satisfactorily Spent,174.79,"1360 Markets and Agricultural Trade Improvements
Programme (MATIP 2)",Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,30039.0,25533150000.0,26734710000.0,0.017185766,0.01529533154070599,89.0,3304290000.0,Satisfactorily Spent,174.79,Project 1360 Markets and Agricultural Trade Improvements Programme (MATIP 2),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,50000.0,42500000000.0,44500000000.0,0.028605755,0.02545912237542193,89.0,5500000000.0,Satisfactorily Spent,174.79,411 International Fund for Agriculture and Development (IFAD),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,50000.0,42500000000.0,44500000000.0,0.028605755,0.02545912237542193,89.0,5500000000.0,Satisfactorily Spent,174.79,411 International Fund for Agriculture and Development (IFAD),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,9000.0,7650000000.0,8010000000.0,0.005149036,0.004582642027575948,89.0,990000000.0,Satisfactorily Spent,174.79,411 International Fund for Agriculture and Development (IFAD),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,23/24,9000.0,7650000000.0,8010000000.0,0.005149036,0.004582642027575948,89.0,990000000.0,Satisfactorily Spent,174.79,411 International Fund for Agriculture and Development (IFAD),Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0470588235294118
13,Education,23/24,4419202.0,3888897760000.0,4021473820000.0,2.528292236,2.300745935122146,91.0,397728180000.0,Satisfactorily Spent,174.79,001 University Education and Training,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,3969592.0,3493240960000.0,3612328720000.0,2.271063562,2.066667841409692,91.0,357263280000.0,Satisfactorily Spent,174.79,003 Teacher Education Training and Development,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,125244.0,110214720000.0,113972040000.0,0.071653985,0.06520512615138166,91.0,11271960000.0,Satisfactorily Spent,174.79,001 Physical Education and Sports,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,922441.0,811748080000.0,839421310000.0,0.527742434,0.4802456147376852,91.0,83019690000.0,Satisfactorily Spent,174.79,004 Education Planning,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,48502709.0,42682383920000.0,44137465190000.0,27.74913267,25.25171073287946,91.0,4365243810000.0,Satisfactorily Spent,174.79,1601 Retooling of Ministry of Education and Sports,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,48502709.0,42682383920000.0,44137465190000.0,27.74913267,25.25171073287946,91.0,4365243810000.0,Satisfactorily Spent,174.79,1601 Retooling of Ministry of Education and Sports,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,853494.0,751074720000.0,776679540000.0,0.488296813,0.4443501001201441,91.0,76814460000.0,Satisfactorily Spent,174.79,001 Pre-Primary and Primary Education,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,853494.0,751074720000.0,776679540000.0,0.488296813,0.4443501001201441,91.0,76814460000.0,Satisfactorily Spent,174.79,001 Pre-Primary and Primary Education,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,853494.0,751074720000.0,776679540000.0,0.488296813,0.4443501001201441,91.0,76814460000.0,Satisfactorily Spent,174.79,002 Secondary Education,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,853494.0,751074720000.0,776679540000.0,0.488296813,0.4443501001201441,91.0,76814460000.0,Satisfactorily Spent,174.79,002 Secondary Education,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,172471.0,151774480000.0,156948610000.0,0.098673265,0.08979267120544654,91.0,15522390000.0,Satisfactorily Spent,174.79,003 Private Schools Department,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,40170000.0,35349600000000.0,36554700000000.0,22.98186395,20.91349619543452,91.0,3615300000000.0,Satisfactorily Spent,174.79,1540 Development of Secondary Education Phase II,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,40170000.0,35349600000000.0,36554700000000.0,22.98186395,20.91349619543452,91.0,3615300000000.0,Satisfactorily Spent,174.79,1540 Development of Secondary Education Phase II,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,2892376.0,2545290880000.0,2632062160000.0,1.654772012,1.505842531037245,91.0,260313840000.0,Satisfactorily Spent,174.79,1665 Uganda Secondary Education Expansion Project,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
13,Education,23/24,2892376.0,2545290880000.0,2632062160000.0,1.654772012,1.505842531037245,91.0,260313840000.0,Satisfactorily Spent,174.79,1665 Uganda Secondary Education Expansion Project,Approved Budget Estimates FY 2023-24.pdf,Yes,,,1.2,1.0340909090909092
